%Time(s);X-Position (X[2]);Y-Position (X[1]);Input U
6.19600000e+01;1.59658984e+00;-8.24818359e-01;7.57210803e-01
6.19700000e+01;1.58833196e+00;-8.31100868e-01;7.57162679e-01
6.19800000e+01;1.58001135e+00;-8.37394097e-01;7.57114557e-01
6.19900000e+01;1.57162788e+00;-8.43700165e-01;7.57066438e-01
6.20000000e+01;1.56318141e+00;-8.50021161e-01;7.57018321e-01
6.20100000e+01;1.55467179e+00;-8.56359151e-01;7.56970206e-01
6.20200000e+01;1.54609884e+00;-8.62716176e-01;7.56922093e-01
6.20300000e+01;1.53746235e+00;-8.69094256e-01;7.56873982e-01
6.20400000e+01;1.52876212e+00;-8.75495387e-01;7.56825873e-01
6.20500000e+01;1.51999790e+00;-8.81921546e-01;7.56777766e-01
6.20600000e+01;1.51116944e+00;-8.88374694e-01;7.56729661e-01
6.20700000e+01;1.50227646e+00;-8.94856769e-01;7.56681559e-01
6.20800000e+01;1.49331865e+00;-9.01369699e-01;7.56633458e-01
6.20900000e+01;1.48429571e+00;-9.07915391e-01;7.56585360e-01
6.21000000e+01;1.47520731e+00;-9.14495743e-01;7.56537264e-01
6.21100000e+01;1.46605308e+00;-9.21112638e-01;7.56489170e-01
6.21200000e+01;1.45683265e+00;-9.27767945e-01;7.56441078e-01
6.21300000e+01;1.44754564e+00;-9.34463525e-01;7.56392988e-01
6.21400000e+01;1.43819163e+00;-9.41201229e-01;7.56344900e-01
6.21500000e+01;1.42877019e+00;-9.47982897e-01;7.56296814e-01
6.21600000e+01;1.41928088e+00;-9.54810362e-01;7.56248730e-01
6.21700000e+01;1.40972324e+00;-9.61685449e-01;7.56200649e-01
6.21800000e+01;1.40009678e+00;-9.68609978e-01;7.56152570e-01
6.21900000e+01;1.39040100e+00;-9.75585762e-01;7.56104492e-01
6.22000000e+01;1.38063538e+00;-9.82614608e-01;7.56056417e-01
6.22100000e+01;1.37079939e+00;-9.89698320e-01;7.56008344e-01
6.22200000e+01;1.36089247e+00;-9.96838698e-01;7.55960273e-01
6.22300000e+01;1.35091404e+00;-1.00403754e+00;7.55912204e-01
6.22400000e+01;1.34086351e+00;-1.01129663e+00;7.55864137e-01
6.22500000e+01;1.33074029e+00;-1.01861778e+00;7.55816073e-01
6.22600000e+01;1.32054373e+00;-1.02600276e+00;7.55768010e-01
6.22700000e+01;1.31027320e+00;-1.03345336e+00;7.55719950e-01
6.22800000e+01;1.29992803e+00;-1.04097138e+00;7.55671891e-01
6.22900000e+01;1.28950754e+00;-1.04855859e+00;7.55623835e-01
6.23000000e+01;1.27901104e+00;-1.05621679e+00;7.55575781e-01
6.23100000e+01;1.26843781e+00;-1.06394776e+00;7.55527729e-01
6.23200000e+01;1.25778711e+00;-1.07175328e+00;7.55479679e-01
6.23300000e+01;1.24705819e+00;-1.07963514e+00;7.55431631e-01
6.23400000e+01;1.23625029e+00;-1.08759512e+00;7.55383585e-01
6.23500000e+01;1.22536262e+00;-1.09563502e+00;7.55335542e-01
6.23600000e+01;1.21439437e+00;-1.10375660e+00;7.55287500e-01
6.23700000e+01;1.20334472e+00;-1.11196166e+00;7.55239461e-01
6.23800000e+01;1.19221283e+00;-1.12025198e+00;7.55191423e-01
6.23900000e+01;1.18099784e+00;-1.12862933e+00;7.55143388e-01
6.24000000e+01;1.16969887e+00;-1.13709551e+00;7.55095355e-01
6.24100000e+01;1.15831503e+00;-1.14565228e+00;7.55047324e-01
6.24200000e+01;1.14684542e+00;-1.15430142e+00;7.54999295e-01
6.24300000e+01;1.13528909e+00;-1.16304470e+00;7.54951268e-01
6.24400000e+01;1.12364511e+00;-1.17188390e+00;7.54903244e-01
6.24500000e+01;1.11191250e+00;-1.18082076e+00;7.54855221e-01
6.24600000e+01;1.10009029e+00;-1.18985705e+00;7.54807200e-01
6.24700000e+01;1.08817748e+00;-1.19899452e+00;7.54759182e-01
6.24800000e+01;1.07617305e+00;-1.20823490e+00;7.54711166e-01
6.24900000e+01;1.06407596e+00;-1.21757993e+00;7.54663152e-01
6.25000000e+01;1.05188517e+00;-1.22703132e+00;7.54615140e-01
6.25100000e+01;1.03959960e+00;-1.23659079e+00;7.54567130e-01
6.25200000e+01;1.02721818e+00;-1.24626002e+00;7.54519122e-01
6.25300000e+01;1.01473979e+00;-1.25604070e+00;7.54471116e-01
6.25400000e+01;1.00216332e+00;-1.26593447e+00;7.54423112e-01
6.25500000e+01;9.89487629e-01;-1.27594297e+00;7.54375111e-01
6.25600000e+01;9.76711572e-01;-1.28606783e+00;7.54327111e-01
6.25700000e+01;9.63833978e-01;-1.29631062e+00;7.54279114e-01
6.25800000e+01;9.50853663e-01;-1.30667290e+00;7.54231119e-01
6.25900000e+01;9.37769429e-01;-1.31715622e+00;7.54183126e-01
6.26000000e+01;9.24580062e-01;-1.32776205e+00;7.54135135e-01
6.26100000e+01;9.11284332e-01;-1.33849186e+00;7.54087146e-01
6.26200000e+01;8.97880997e-01;-1.34934706e+00;7.54039159e-01
6.26300000e+01;8.84368799e-01;-1.36032902e+00;7.53991174e-01
6.26400000e+01;8.70746468e-01;-1.37143908e+00;7.53943192e-01
6.26500000e+01;8.57012720e-01;-1.38267848e+00;7.53895211e-01
6.26600000e+01;8.43166260e-01;-1.39404845e+00;7.53847233e-01
6.26700000e+01;8.29205778e-01;-1.40555014e+00;7.53799257e-01
6.26800000e+01;8.15129957e-01;-1.41718462e+00;7.53751283e-01
6.26900000e+01;8.00937466e-01;-1.42895290e+00;7.53703311e-01
6.27000000e+01;7.86626967e-01;-1.44085592e+00;7.53655341e-01
6.27100000e+01;7.72197110e-01;-1.45289451e+00;7.53607373e-01
6.27200000e+01;7.57646541e-01;-1.46506942e+00;7.53559407e-01
6.27300000e+01;7.42973896e-01;-1.47738132e+00;7.53511443e-01
6.27400000e+01;7.28177804e-01;-1.48983076e+00;7.53463482e-01
6.27500000e+01;7.13256893e-01;-1.50241816e+00;7.53415522e-01
6.27600000e+01;6.98209783e-01;-1.51514384e+00;7.53367565e-01
6.27700000e+01;6.83035093e-01;-1.52800800e+00;7.53319610e-01
6.27800000e+01;6.67731442e-01;-1.54101069e+00;7.53271657e-01
6.27900000e+01;6.52297447e-01;-1.55415181e+00;7.53223706e-01
6.28000000e+01;6.36731727e-01;-1.56743110e+00;7.53175757e-01
6.28100000e+01;6.21032905e-01;-1.58084816e+00;7.53127810e-01
6.28200000e+01;6.05199610e-01;-1.59440239e+00;7.53079866e-01
6.28300000e+01;5.89230474e-01;-1.60809301e+00;7.53031923e-01
6.28400000e+01;5.73124140e-01;-1.62191905e+00;7.52983983e-01
6.28500000e+01;5.56879263e-01;-1.63587931e+00;7.52936044e-01
6.28600000e+01;5.40494508e-01;-1.64997239e+00;7.52888108e-01
6.28700000e+01;5.23968556e-01;-1.66419664e+00;7.52840174e-01
6.28800000e+01;5.07300107e-01;-1.67855018e+00;7.52792242e-01
6.28900000e+01;4.90487878e-01;-1.69303083e+00;7.52744312e-01
6.29000000e+01;4.73530611e-01;-1.70763619e+00;7.52696384e-01
6.29100000e+01;4.56427074e-01;-1.72236351e+00;7.52648458e-01
6.29200000e+01;4.39176060e-01;-1.73720978e+00;7.52600535e-01
6.29300000e+01;4.21776396e-01;-1.75217166e+00;7.52552613e-01
6.29400000e+01;4.04226945e-01;-1.76724544e+00;7.52504694e-01
6.29500000e+01;3.86526606e-01;-1.78242709e+00;7.52456777e-01
6.29600000e+01;3.68674320e-01;-1.79771220e+00;7.52408861e-01
6.29700000e+01;3.50669076e-01;-1.81309597e+00;7.52360948e-01
6.29800000e+01;3.32509909e-01;-1.82857319e+00;7.52313037e-01
6.29900000e+01;3.14195911e-01;-1.84413823e+00;7.52265129e-01
6.30000000e+01;2.95726229e-01;-1.85978502e+00;7.52217222e-01
6.30100000e+01;2.77100076e-01;-1.87550702e+00;7.52169317e-01
6.30200000e+01;2.58316730e-01;-1.89129722e+00;7.52121415e-01
6.30300000e+01;2.39375541e-01;-1.90714811e+00;7.52073514e-01
6.30400000e+01;2.20275936e-01;-1.92305164e+00;7.52025616e-01
6.30500000e+01;2.01017426e-01;-1.93899927e+00;7.51977720e-01
6.30600000e+01;1.81599609e-01;-1.95498185e+00;7.51929826e-01
6.30700000e+01;1.62022175e-01;-1.97098969e+00;7.51881934e-01
6.30800000e+01;1.42284915e-01;-1.98701249e+00;7.51834044e-01
6.30900000e+01;1.22387725e-01;-2.00303936e+00;7.51786156e-01
6.31000000e+01;1.02330613e-01;-2.01905876e+00;7.51738270e-01
6.31100000e+01;8.21137026e-02;-2.03505851e+00;7.51690387e-01
6.31200000e+01;6.17372439e-02;-2.05102576e+00;7.51642505e-01
6.31300000e+01;4.12016171e-02;-2.06694700e+00;7.51594626e-01
6.31400000e+01;2.05073403e-02;-2.08280800e+00;7.51546749e-01
6.31500000e+01;-3.44923508e-04;-2.09859386e+00;7.51498874e-01
6.31600000e+01;-2.13543595e-02;-2.11428892e+00;7.51451001e-01
6.31700000e+01;-4.25199938e-02;-2.12987684e+00;7.51403130e-01
6.31800000e+01;-6.38406860e-02;-2.14534049e+00;7.51355261e-01
6.31900000e+01;-8.53151221e-02;-2.16066204e+00;7.51307394e-01
6.32000000e+01;-1.06941807e-01;-2.17582290e+00;7.51259530e-01
6.32100000e+01;-1.28719056e-01;-2.19080370e+00;7.51211667e-01
6.32200000e+01;-1.50644989e-01;-2.20558437e+00;7.51163807e-01
6.32300000e+01;-1.72717522e-01;-2.22014406e+00;7.51115948e-01
6.32400000e+01;-1.94934361e-01;-2.23446119e+00;7.51068092e-01
6.32500000e+01;-2.17292992e-01;-2.24851344e+00;7.51020238e-01
6.32600000e+01;-2.39790676e-01;-2.26227779e+00;7.50972386e-01
6.32700000e+01;-2.62424440e-01;-2.27573051e+00;7.50924536e-01
6.32800000e+01;-2.85191074e-01;-2.28884719e+00;7.50876689e-01
6.32900000e+01;-3.08087120e-01;-2.30160277e+00;7.50828843e-01
6.33000000e+01;-3.31108867e-01;-2.31397156e+00;7.50781000e-01
6.33100000e+01;-3.54252345e-01;-2.32592729e+00;7.50733158e-01
6.33200000e+01;-3.77513322e-01;-2.33744312e+00;7.50685319e-01
6.33300000e+01;-4.00887292e-01;-2.34849172e+00;7.50637482e-01
6.33400000e+01;-4.24369477e-01;-2.35904531e+00;7.50589647e-01
6.33500000e+01;-4.47954821e-01;-2.36907568e+00;7.50541814e-01
6.33600000e+01;-4.71637981e-01;-2.37855430e+00;7.50493983e-01
6.33700000e+01;-4.95413332e-01;-2.38745235e+00;7.50446154e-01
6.33800000e+01;-5.19274959e-01;-2.39574082e+00;7.50398327e-01
6.33900000e+01;-5.43216657e-01;-2.40339054e+00;7.50350503e-01
6.34000000e+01;-5.67231929e-01;-2.41037234e+00;7.50302680e-01
6.34100000e+01;-5.91313988e-01;-2.41665704e+00;7.50254860e-01
6.34200000e+01;-6.15455755e-01;-2.42221561e+00;7.50207042e-01
6.34300000e+01;-6.39649865e-01;-2.42701926e+00;7.50159226e-01
6.34400000e+01;-6.63888663e-01;-2.43103952e+00;7.50111412e-01
6.34500000e+01;-6.88164214e-01;-2.43424834e+00;7.50063600e-01
6.34600000e+01;-7.12468306e-01;-2.43661825e+00;7.50015790e-01
6.34700000e+01;-7.36792454e-01;-2.43812241e+00;7.49967982e-01
6.34800000e+01;-7.61127908e-01;-2.43873477e+00;7.49920177e-01
6.34900000e+01;-7.85465664e-01;-2.43843017e+00;7.49872373e-01
6.35000000e+01;-8.09796468e-01;-2.43718447e+00;7.49824572e-01
6.35100000e+01;-8.34110833e-01;-2.43497465e+00;7.49776773e-01
6.35200000e+01;-8.58399044e-01;-2.43177896e+00;7.49728976e-01
6.35300000e+01;-8.82651178e-01;-2.42757704e+00;7.49681181e-01
6.35400000e+01;-9.06857112e-01;-2.42235000e+00;7.49633388e-01
6.35500000e+01;-9.31006543e-01;-2.41608057e+00;7.49585597e-01
6.35600000e+01;-9.55089003e-01;-2.40875324e+00;7.49537808e-01
6.35700000e+01;-9.79093876e-01;-2.40035431e+00;7.49490022e-01
6.35800000e+01;-1.00301042e+00;-2.39087201e+00;7.49442237e-01
6.35900000e+01;-1.02682777e+00;-2.38029666e+00;7.49394455e-01
6.36000000e+01;-1.05053500e+00;-2.36862066e+00;7.49346674e-01
6.36100000e+01;-1.07412109e+00;-2.35583867e+00;7.49298896e-01
6.36200000e+01;-1.09757500e+00;-2.34194761e+00;7.49251120e-01
6.36300000e+01;-1.12088565e+00;-2.32694679e+00;7.49203346e-01
6.36400000e+01;-1.14404197e+00;-2.31083789e+00;7.49155574e-01
6.36500000e+01;-1.16703292e+00;-2.29362510e+00;7.49107805e-01
6.36600000e+01;-1.18984751e+00;-2.27531504e+00;7.49060037e-01
6.36700000e+01;-1.21247482e+00;-2.25591688e+00;7.49012272e-01
6.36800000e+01;-1.23490405e+00;-2.23544230e+00;7.48964508e-01
6.36900000e+01;-1.25712450e+00;-2.21390546e+00;7.48916747e-01
6.37000000e+01;-1.27912565e+00;-2.19132303e+00;7.48868988e-01
6.37100000e+01;-1.30089714e+00;-2.16771415e+00;7.48821231e-01
6.37200000e+01;-1.32242881e+00;-2.14310033e+00;7.48773476e-01
6.37300000e+01;-1.34371074e+00;-2.11750547e+00;7.48725723e-01
6.37400000e+01;-1.36473323e+00;-2.09095571e+00;7.48677972e-01
6.37500000e+01;-1.38548688e+00;-2.06347942e+00;7.48630223e-01
6.37600000e+01;-1.40596257e+00;-2.03510703e+00;7.48582477e-01
6.37700000e+01;-1.42615148e+00;-2.00587097e+00;7.48534733e-01
6.37800000e+01;-1.44604515e+00;-1.97580555e+00;7.48486990e-01
6.37900000e+01;-1.46563543e+00;-1.94494680e+00;7.48439250e-01
6.38000000e+01;-1.48491458e+00;-1.91333236e+00;7.48391512e-01
6.38100000e+01;-1.50387521e+00;-1.88100133e+00;7.48343776e-01
6.38200000e+01;-1.52251034e+00;-1.84799409e+00;7.48296042e-01
6.38300000e+01;-1.54081339e+00;-1.81435219e+00;7.48248310e-01
6.38400000e+01;-1.55877820e+00;-1.78011817e+00;7.48200581e-01
6.38500000e+01;-1.57639905e+00;-1.74533536e+00;7.48152853e-01
6.38600000e+01;-1.59367064e+00;-1.71004777e+00;7.48105128e-01
6.38700000e+01;-1.61058812e+00;-1.67429990e+00;7.48057404e-01
6.38800000e+01;-1.62714708e+00;-1.63813653e+00;7.48009683e-01
6.38900000e+01;-1.64334357e+00;-1.60160265e+00;7.47961964e-01
6.39000000e+01;-1.65917407e+00;-1.56474319e+00;7.47914247e-01
6.39100000e+01;-1.67463552e+00;-1.52760295e+00;7.47866532e-01
6.39200000e+01;-1.68972530e+00;-1.49022641e+00;7.47818819e-01
6.39300000e+01;-1.70444124e+00;-1.45265756e+00;7.47771109e-01
6.39400000e+01;-1.71878161e+00;-1.41493980e+00;7.47723400e-01
6.39500000e+01;-1.73274508e+00;-1.37711579e+00;7.47675694e-01
6.39600000e+01;-1.74633079e+00;-1.33922733e+00;7.47627989e-01
6.39700000e+01;-1.75953825e+00;-1.30131522e+00;7.47580287e-01
6.39800000e+01;-1.77236739e+00;-1.26341920e+00;7.47532587e-01
6.39900000e+01;-1.78481855e+00;-1.22557778e+00;7.47484889e-01
6.40000000e+01;-1.79689241e+00;-1.18782825e+00;7.47437193e-01
6.40100000e+01;-1.80859004e+00;-1.15020650e+00;7.47389499e-01
6.40200000e+01;-1.81991287e+00;-1.11274701e+00;7.47341808e-01
6.40300000e+01;-1.83086265e+00;-1.07548278e+00;7.47294118e-01
6.40400000e+01;-1.84144147e+00;-1.03844529e+00;7.47246431e-01
6.40500000e+01;-1.85165171e+00;-1.00166442e+00;7.47198745e-01
6.40600000e+01;-1.86149605e+00;-9.65168480e-01;7.47151062e-01
6.40700000e+01;-1.87097744e+00;-9.28984132e-01;7.47103381e-01
6.40800000e+01;-1.88009911e+00;-8.93136411e-01;7.47055702e-01
6.40900000e+01;-1.88886450e+00;-8.57648709e-01;7.47008025e-01
6.41000000e+01;-1.89727731e+00;-8.22542775e-01;7.46960350e-01
6.41100000e+01;-1.90534143e+00;-7.87838733e-01;7.46912677e-01
6.41200000e+01;-1.91306095e+00;-7.53555091e-01;7.46865007e-01
6.41300000e+01;-1.92044013e+00;-7.19708768e-01;7.46817338e-01
6.41400000e+01;-1.92748341e+00;-6.86315119e-01;7.46769672e-01
6.41500000e+01;-1.93419535e+00;-6.53387974e-01;7.46722008e-01
6.41600000e+01;-1.94058067e+00;-6.20939670e-01;7.46674345e-01
6.41700000e+01;-1.94664419e+00;-5.88981094e-01;7.46626685e-01
6.41800000e+01;-1.95239085e+00;-5.57521734e-01;7.46579027e-01
6.41900000e+01;-1.95782565e+00;-5.26569720e-01;7.46531372e-01
6.42000000e+01;-1.96295369e+00;-4.96131880e-01;7.46483718e-01
6.42100000e+01;-1.96778012e+00;-4.66213791e-01;7.46436066e-01
6.42200000e+01;-1.97231016e+00;-4.36819832e-01;7.46388417e-01
6.42300000e+01;-1.97654904e+00;-4.07953244e-01;7.46340769e-01
6.42400000e+01;-1.98050203e+00;-3.79616184e-01;7.46293124e-01
6.42500000e+01;-1.98417444e+00;-3.51809781e-01;7.46245481e-01
6.42600000e+01;-1.98757155e+00;-3.24534193e-01;7.46197840e-01
6.42700000e+01;-1.99069866e+00;-2.97788667e-01;7.46150201e-01
6.42800000e+01;-1.99356105e+00;-2.71571593e-01;7.46102564e-01
6.42900000e+01;-1.99616399e+00;-2.45880557e-01;7.46054929e-01
6.43000000e+01;-1.99851272e+00;-2.20712400e-01;7.46007297e-01
6.43100000e+01;-2.00061243e+00;-1.96063270e-01;7.45959666e-01
6.43200000e+01;-2.00246829e+00;-1.71928672e-01;7.45912038e-01
6.43300000e+01;-2.00408542e+00;-1.48303522e-01;7.45864412e-01
6.43400000e+01;-2.00546887e+00;-1.25182193e-01;7.45816787e-01
6.43500000e+01;-2.00662364e+00;-1.02558562e-01;7.45769165e-01
6.43600000e+01;-2.00755468e+00;-8.04260582e-02;7.45721545e-01
6.43700000e+01;-2.00826686e+00;-5.87777061e-02;7.45673927e-01
6.43800000e+01;-2.00876499e+00;-3.76061647e-02;7.45626312e-01
6.43900000e+01;-2.00905378e+00;-1.69037694e-02;7.45578698e-01
6.44000000e+01;-2.00913788e+00;3.33743066e-03;7.45531087e-01
6.44100000e+01;-2.00902187e+00;2.31256367e-02;7.45483477e-01
6.44200000e+01;-2.00871023e+00;4.24692665e-02;7.45435870e-01
6.44300000e+01;-2.00820737e+00;6.13769220e-02;7.45388265e-01
6.44400000e+01;-2.00751759e+00;7.98573593e-02;7.45340662e-01
6.44500000e+01;-2.00664512e+00;9.79194607e-02;7.45293061e-01
6.44600000e+01;-2.00559410e+00;1.15572207e-01;7.45245462e-01
6.44700000e+01;-2.00436859e+00;1.32824656e-01;7.45197865e-01
6.44800000e+01;-2.00297253e+00;1.49685913e-01;7.45150270e-01
6.44900000e+01;-2.00140979e+00;1.66165118e-01;7.45102678e-01
6.45000000e+01;-1.99968414e+00;1.82271419e-01;7.45055087e-01
6.45100000e+01;-1.99779928e+00;1.98013955e-01;7.45007499e-01
6.45200000e+01;-1.99575879e+00;2.13401844e-01;7.44959913e-01
6.45300000e+01;-1.99356617e+00;2.28444161e-01;7.44912329e-01
6.45400000e+01;-1.99122484e+00;2.43149927e-01;7.44864747e-01
6.45500000e+01;-1.98873811e+00;2.57528099e-01;7.44817167e-01
6.45600000e+01;-1.98610922e+00;2.71587552e-01;7.44769589e-01
6.45700000e+01;-1.98334132e+00;2.85337074e-01;7.44722013e-01
6.45800000e+01;-1.98043745e+00;2.98785355e-01;7.44674440e-01
6.45900000e+01;-1.97740060e+00;3.11940977e-01;7.44626868e-01
6.46000000e+01;-1.97423364e+00;3.24812410e-01;7.44579299e-01
6.46100000e+01;-1.97093937e+00;3.37408003e-01;7.44531732e-01
6.46200000e+01;-1.96752053e+00;3.49735977e-01;7.44484167e-01
6.46300000e+01;-1.96397973e+00;3.61804424e-01;7.44436604e-01
6.46400000e+01;-1.96031955e+00;3.73621300e-01;7.44389043e-01
6.46500000e+01;-1.95654245e+00;3.85194424e-01;7.44341484e-01
6.46600000e+01;-1.95265084e+00;3.96531471e-01;7.44293927e-01
6.46700000e+01;-1.94864704e+00;4.07639973e-01;7.44246373e-01
6.46800000e+01;-1.94453331e+00;4.18527319e-01;7.44198820e-01
6.46900000e+01;-1.94031181e+00;4.29200749e-01;7.44151270e-01
6.47000000e+01;-1.93598466e+00;4.39667355e-01;7.44103722e-01
6.47100000e+01;-1.93155389e+00;4.49934084e-01;7.44056176e-01
6.47200000e+01;-1.92702146e+00;4.60007734e-01;7.44008632e-01
6.47300000e+01;-1.92238928e+00;4.69894955e-01;7.43961090e-01
6.47400000e+01;-1.91765918e+00;4.79602252e-01;7.43913550e-01
6.47500000e+01;-1.91283293e+00;4.89135983e-01;7.43866012e-01
6.47600000e+01;-1.90791223e+00;4.98502363e-01;7.43818477e-01
6.47700000e+01;-1.90289873e+00;5.07707463e-01;7.43770943e-01
6.47800000e+01;-1.89779401e+00;5.16757215e-01;7.43723412e-01
6.47900000e+01;-1.89259960e+00;5.25657410e-01;7.43675883e-01
6.48000000e+01;-1.88731697e+00;5.34413702e-01;7.43628356e-01
6.48100000e+01;-1.88194754e+00;5.43031611e-01;7.43580831e-01
6.48200000e+01;-1.87649265e+00;5.51516525e-01;7.43533308e-01
6.48300000e+01;-1.87095362e+00;5.59873700e-01;7.43485787e-01
6.48400000e+01;-1.86533170e+00;5.68108265e-01;7.43438268e-01
6.48500000e+01;-1.85962808e+00;5.76225227e-01;7.43390752e-01
6.48600000e+01;-1.85384394e+00;5.84229466e-01;7.43343237e-01
6.48700000e+01;-1.84798036e+00;5.92125746e-01;7.43295725e-01
6.48800000e+01;-1.84203841e+00;5.99918713e-01;7.43248215e-01
6.48900000e+01;-1.83601911e+00;6.07612899e-01;7.43200706e-01
6.49000000e+01;-1.82992341e+00;6.15212726e-01;7.43153200e-01
6.49100000e+01;-1.82375224e+00;6.22722506e-01;7.43105697e-01
6.49200000e+01;-1.81750648e+00;6.30146448e-01;7.43058195e-01
6.49300000e+01;-1.81118697e+00;6.37488657e-01;7.43010695e-01
6.49400000e+01;-1.80479452e+00;6.44753139e-01;7.42963197e-01
6.49500000e+01;-1.79832987e+00;6.51943802e-01;7.42915702e-01
6.49600000e+01;-1.79179376e+00;6.59064461e-01;7.42868209e-01
6.49700000e+01;-1.78518686e+00;6.66118841e-01;7.42820717e-01
6.49800000e+01;-1.77850982e+00;6.73110577e-01;7.42773228e-01
6.49900000e+01;-1.77176325e+00;6.80043219e-01;7.42725741e-01
6.50000000e+01;-1.76494773e+00;6.86920234e-01;7.42678256e-01
6.50100000e+01;-1.75806379e+00;6.93745008e-01;7.42630773e-01
6.50200000e+01;-1.75111195e+00;7.00520852e-01;7.42583293e-01
6.50300000e+01;-1.74409267e+00;7.07250999e-01;7.42535814e-01
6.50400000e+01;-1.73700641e+00;7.13938611e-01;7.42488338e-01
6.50500000e+01;-1.72985357e+00;7.20586781e-01;7.42440863e-01
6.50600000e+01;-1.72263454e+00;7.27198533e-01;7.42393391e-01
6.50700000e+01;-1.71534966e+00;7.33776826e-01;7.42345921e-01
6.50800000e+01;-1.70799926e+00;7.40324558e-01;7.42298453e-01
6.50900000e+01;-1.70058363e+00;7.46844564e-01;7.42250987e-01
6.51000000e+01;-1.69310304e+00;7.53339625e-01;7.42203523e-01
6.51100000e+01;-1.68555772e+00;7.59812462e-01;7.42156061e-01
6.51200000e+01;-1.67794788e+00;7.66265745e-01;7.42108602e-01
6.51300000e+01;-1.67027371e+00;7.72702091e-01;7.42061144e-01
6.51400000e+01;-1.66253537e+00;7.79124069e-01;7.42013689e-01
6.51500000e+01;-1.65473299e+00;7.85534199e-01;7.41966235e-01
6.51600000e+01;-1.64686667e+00;7.91934958e-01;7.41918784e-01
6.51700000e+01;-1.63893650e+00;7.98328776e-01;7.41871335e-01
6.51800000e+01;-1.63094255e+00;8.04718046e-01;7.41823888e-01
6.51900000e+01;-1.62288484e+00;8.11105117e-01;7.41776443e-01
6.52000000e+01;-1.61476338e+00;8.17492302e-01;7.41729001e-01
6.52100000e+01;-1.60657818e+00;8.23881878e-01;7.41681560e-01
6.52200000e+01;-1.59832919e+00;8.30276087e-01;7.41634122e-01
6.52300000e+01;-1.59001635e+00;8.36677139e-01;7.41586685e-01
6.52400000e+01;-1.58163960e+00;8.43087210e-01;7.41539251e-01
6.52500000e+01;-1.57319883e+00;8.49508451e-01;7.41491819e-01
6.52600000e+01;-1.56469392e+00;8.55942981e-01;7.41444389e-01
6.52700000e+01;-1.55612473e+00;8.62392893e-01;7.41396961e-01
6.52800000e+01;-1.54749110e+00;8.68860255e-01;7.41349535e-01
6.52900000e+01;-1.53879285e+00;8.75347113e-01;7.41302111e-01
6.53000000e+01;-1.53002976e+00;8.81855488e-01;7.41254689e-01
6.53100000e+01;-1.52120163e+00;8.88387381e-01;7.41207270e-01
6.53200000e+01;-1.51230820e+00;8.94944772e-01;7.41159852e-01
6.53300000e+01;-1.50334922e+00;9.01529623e-01;7.41112437e-01
6.53400000e+01;-1.49432440e+00;9.08143879e-01;7.41065024e-01
6.53500000e+01;-1.48523344e+00;9.14789467e-01;7.41017613e-01
6.53600000e+01;-1.47607602e+00;9.21468300e-01;7.40970204e-01
6.53700000e+01;-1.46685179e+00;9.28182277e-01;7.40922797e-01
6.53800000e+01;-1.45756041e+00;9.34933282e-01;7.40875392e-01
6.53900000e+01;-1.44820149e+00;9.41723189e-01;7.40827990e-01
6.54000000e+01;-1.43877464e+00;9.48553858e-01;7.40780589e-01
6.54100000e+01;-1.42927945e+00;9.55427140e-01;7.40733191e-01
6.54200000e+01;-1.41971547e+00;9.62344876e-01;7.40685794e-01
6.54300000e+01;-1.41008226e+00;9.69308900e-01;7.40638400e-01
6.54400000e+01;-1.40037936e+00;9.76321034e-01;7.40591008e-01
6.54500000e+01;-1.39060626e+00;9.83383097e-01;7.40543618e-01
6.54600000e+01;-1.38076247e+00;9.90496899e-01;7.40496230e-01
6.54700000e+01;-1.37084746e+00;9.97664243e-01;7.40448844e-01
6.54800000e+01;-1.36086069e+00;1.00488693e+00;7.40401461e-01
6.54900000e+01;-1.35080160e+00;1.01216675e+00;7.40354079e-01
6.55000000e+01;-1.34066962e+00;1.01950550e+00;7.40306700e-01
6.55100000e+01;-1.33046414e+00;1.02690495e+00;7.40259322e-01
6.55200000e+01;-1.32018455e+00;1.03436690e+00;7.40211947e-01
6.55300000e+01;-1.30983023e+00;1.04189312e+00;7.40164574e-01
6.55400000e+01;-1.29940052e+00;1.04948539e+00;7.40117203e-01
6.55500000e+01;-1.28889476e+00;1.05714548e+00;7.40069834e-01
6.55600000e+01;-1.27831227e+00;1.06487517e+00;7.40022467e-01
6.55700000e+01;-1.26765233e+00;1.07267621e+00;7.39975103e-01
6.55800000e+01;-1.25691424e+00;1.08055038e+00;7.39927740e-01
6.55900000e+01;-1.24609724e+00;1.08849944e+00;7.39880380e-01
6.56000000e+01;-1.23520060e+00;1.09652516e+00;7.39833021e-01
6.56100000e+01;-1.22422354e+00;1.10462929e+00;7.39785665e-01
6.56200000e+01;-1.21316527e+00;1.11281359e+00;7.39738311e-01
6.56300000e+01;-1.20202497e+00;1.12107981e+00;7.39690959e-01
6.56400000e+01;-1.19080183e+00;1.12942972e+00;7.39643609e-01
6.56500000e+01;-1.17949500e+00;1.13786504e+00;7.39596261e-01
6.56600000e+01;-1.16810363e+00;1.14638753e+00;7.39548916e-01
6.56700000e+01;-1.15662683e+00;1.15499893e+00;7.39501572e-01
6.56800000e+01;-1.14506371e+00;1.16370097e+00;7.39454231e-01
6.56900000e+01;-1.13341336e+00;1.17249538e+00;7.39406891e-01
