%Time(s);X-Position (X[2]);Y-Position (X[1]);Input U
8.24000000e+00;4.18886569e-01;3.95727147e-01;9.98937921e-01
8.25000000e+00;4.22831985e-01;3.94774483e-01;9.98954896e-01
8.26000000e+00;4.26767641e-01;3.93761421e-01;9.98971718e-01
8.27000000e+00;4.30692934e-01;3.92687541e-01;9.98988388e-01
8.28000000e+00;4.34607254e-01;3.91552439e-01;9.99004905e-01
8.29000000e+00;4.38509989e-01;3.90355722e-01;9.99021271e-01
8.30000000e+00;4.42400523e-01;3.89097012e-01;9.99037486e-01
8.31000000e+00;4.46278235e-01;3.87775941e-01;9.99053550e-01
8.32000000e+00;4.50142502e-01;3.86392159e-01;9.99069463e-01
8.33000000e+00;4.53992696e-01;3.84945326e-01;9.99085227e-01
8.34000000e+00;4.57828186e-01;3.83435120e-01;9.99100841e-01
8.35000000e+00;4.61648339e-01;3.81861230e-01;9.99116305e-01
8.36000000e+00;4.65452519e-01;3.80223362e-01;9.99131622e-01
8.37000000e+00;4.69240084e-01;3.78521237e-01;9.99146790e-01
8.38000000e+00;4.73010394e-01;3.76754592e-01;9.99161809e-01
8.39000000e+00;4.76762802e-01;3.74923178e-01;9.99176682e-01
8.40000000e+00;4.80496663e-01;3.73026763e-01;9.99191407e-01
8.41000000e+00;4.84211325e-01;3.71065130e-01;9.99205986e-01
8.42000000e+00;4.87906138e-01;3.69038080e-01;9.99220419e-01
8.43000000e+00;4.91580447e-01;3.66945430e-01;9.99234706e-01
8.44000000e+00;4.95233598e-01;3.64787013e-01;9.99248847e-01
8.45000000e+00;4.98864932e-01;3.62562678e-01;9.99262843e-01
8.46000000e+00;5.02473793e-01;3.60272294e-01;9.99276695e-01
8.47000000e+00;5.06059520e-01;3.57915745e-01;9.99290402e-01
8.48000000e+00;5.09621453e-01;3.55492932e-01;9.99303966e-01
8.49000000e+00;5.13158929e-01;3.53003775e-01;9.99317386e-01
8.50000000e+00;5.16671287e-01;3.50448210e-01;9.99330663e-01
8.51000000e+00;5.20157863e-01;3.47826191e-01;9.99343797e-01
8.52000000e+00;5.23617994e-01;3.45137691e-01;9.99356789e-01
8.53000000e+00;5.27051017e-01;3.42382698e-01;9.99369639e-01
8.54000000e+00;5.30456268e-01;3.39561221e-01;9.99382348e-01
8.55000000e+00;5.33833084e-01;3.36673284e-01;9.99394916e-01
8.56000000e+00;5.37180801e-01;3.33718931e-01;9.99407343e-01
8.57000000e+00;5.40498757e-01;3.30698221e-01;9.99419629e-01
8.58000000e+00;5.43786290e-01;3.27611233e-01;9.99431776e-01
8.59000000e+00;5.47042739e-01;3.24458063e-01;9.99443783e-01
8.60000000e+00;5.50267444e-01;3.21238825e-01;9.99455651e-01
8.61000000e+00;5.53459746e-01;3.17953648e-01;9.99467380e-01
8.62000000e+00;5.56618987e-01;3.14602683e-01;9.99478971e-01
8.63000000e+00;5.59744513e-01;3.11186094e-01;9.99490424e-01
8.64000000e+00;5.62835667e-01;3.07704063e-01;9.99501739e-01
8.65000000e+00;5.65891800e-01;3.04156791e-01;9.99512916e-01
8.66000000e+00;5.68912259e-01;3.00544495e-01;9.99523957e-01
8.67000000e+00;5.71896397e-01;2.96867406e-01;9.99534861e-01
8.68000000e+00;5.74843569e-01;2.93125775e-01;9.99545629e-01
8.69000000e+00;5.77753131e-01;2.89319866e-01;9.99556261e-01
8.70000000e+00;5.80624444e-01;2.85449962e-01;9.99566758e-01
8.71000000e+00;5.83456869e-01;2.81516358e-01;9.99577120e-01
8.72000000e+00;5.86249772e-01;2.77519368e-01;9.99587347e-01
8.73000000e+00;5.89002522e-01;2.73459319e-01;9.99597439e-01
8.74000000e+00;5.91714492e-01;2.69336553e-01;9.99607398e-01
8.75000000e+00;5.94385056e-01;2.65151427e-01;9.99617223e-01
8.76000000e+00;5.97013594e-01;2.60904309e-01;9.99626914e-01
8.77000000e+00;5.99599489e-01;2.56595586e-01;9.99636473e-01
8.78000000e+00;6.02142127e-01;2.52225655e-01;9.99645899e-01
8.79000000e+00;6.04640900e-01;2.47794925e-01;9.99655193e-01
8.80000000e+00;6.07095203e-01;2.43303820e-01;9.99664355e-01
8.81000000e+00;6.09504434e-01;2.38752775e-01;9.99673386e-01
8.82000000e+00;6.11867997e-01;2.34142235e-01;9.99682285e-01
8.83000000e+00;6.14185301e-01;2.29472660e-01;9.99691054e-01
8.84000000e+00;6.16455758e-01;2.24744518e-01;9.99699692e-01
8.85000000e+00;6.18678786e-01;2.19958288e-01;9.99708200e-01
8.86000000e+00;6.20853807e-01;2.15114457e-01;9.99716578e-01
8.87000000e+00;6.22980248e-01;2.10213525e-01;9.99724827e-01
8.88000000e+00;6.25057542e-01;2.05255998e-01;9.99732947e-01
8.89000000e+00;6.27085126e-01;2.00242391e-01;9.99740938e-01
8.90000000e+00;6.29062442e-01;1.95173227e-01;9.99748800e-01
8.91000000e+00;6.30988938e-01;1.90049036e-01;9.99756535e-01
8.92000000e+00;6.32864067e-01;1.84870355e-01;9.99764142e-01
8.93000000e+00;6.34687288e-01;1.79637727e-01;9.99771622e-01
8.94000000e+00;6.36458065e-01;1.74351700e-01;9.99778974e-01
8.95000000e+00;6.38175866e-01;1.69012829e-01;9.99786200e-01
8.96000000e+00;6.39840167e-01;1.63621671e-01;9.99793299e-01
8.97000000e+00;6.41450449e-01;1.58178789e-01;9.99800273e-01
8.98000000e+00;6.43006197e-01;1.52684748e-01;9.99807120e-01
8.99000000e+00;6.44506904e-01;1.47140117e-01;9.99813843e-01
9.00000000e+00;6.45952066e-01;1.41545467e-01;9.99820440e-01
9.01000000e+00;6.47341187e-01;1.35901369e-01;9.99826912e-01
9.02000000e+00;6.48673776e-01;1.30208397e-01;9.99833261e-01
9.03000000e+00;6.49949348e-01;1.24467125e-01;9.99839485e-01
9.04000000e+00;6.51167422e-01;1.18678128e-01;9.99845585e-01
9.05000000e+00;6.52327526e-01;1.12841977e-01;9.99851562e-01
9.06000000e+00;6.53429190e-01;1.06959247e-01;9.99857416e-01
9.07000000e+00;6.54471953e-01;1.01030506e-01;9.99863147e-01
9.08000000e+00;6.55455357e-01;9.50563228e-02;9.99868756e-01
9.09000000e+00;6.56378951e-01;8.90372628e-02;9.99874242e-01
9.10000000e+00;6.57242290e-01;8.29738876e-02;9.99879607e-01
9.11000000e+00;6.58044934e-01;7.68667548e-02;9.99884850e-01
9.12000000e+00;6.58786449e-01;7.07164176e-02;9.99889972e-01
9.13000000e+00;6.59466405e-01;6.45234240e-02;9.99894974e-01
9.14000000e+00;6.60084379e-01;5.82883166e-02;9.99899854e-01
9.15000000e+00;6.60639953e-01;5.20116314e-02;9.99904615e-01
9.16000000e+00;6.61132715e-01;4.56938982e-02;9.99909255e-01
9.17000000e+00;6.61562256e-01;3.93356393e-02;9.99913776e-01
9.18000000e+00;6.61928175e-01;3.29373694e-02;9.99918178e-01
9.19000000e+00;6.62230074e-01;2.64995949e-02;9.99922460e-01
9.20000000e+00;6.62467562e-01;2.00228136e-02;9.99926624e-01
9.21000000e+00;6.62640250e-01;1.35075141e-02;9.99930670e-01
9.22000000e+00;6.62747757e-01;6.95417524e-03;9.99934597e-01
9.23000000e+00;6.62789704e-01;3.63265981e-04;9.99938407e-01
9.24000000e+00;6.62765720e-01;-6.26475547e-03;9.99942099e-01
9.25000000e+00;6.62675435e-01;-1.29294418e-02;9.99945675e-01
9.26000000e+00;6.62518485e-01;-1.96303573e-02;9.99949133e-01
9.27000000e+00;6.62294510e-01;-2.63670777e-02;9.99952475e-01
9.28000000e+00;6.62003155e-01;-3.31391915e-02;9.99955700e-01
9.29000000e+00;6.61644069e-01;-3.99462994e-02;9.99958809e-01
9.30000000e+00;6.61216903e-01;-4.67880154e-02;9.99961803e-01
9.31000000e+00;6.60721314e-01;-5.36639667e-02;9.99964682e-01
9.32000000e+00;6.60156961e-01;-6.05737942e-02;9.99967445e-01
9.33000000e+00;6.59523509e-01;-6.75171532e-02;9.99970094e-01
9.34000000e+00;6.58820623e-01;-7.44937129e-02;9.99972628e-01
9.35000000e+00;6.58047974e-01;-8.15031577e-02;9.99975048e-01
9.36000000e+00;6.57205235e-01;-8.85451866e-02;9.99977354e-01
9.37000000e+00;6.56292081e-01;-9.56195143e-02;9.99979546e-01
9.38000000e+00;6.55308192e-01;-1.02725871e-01;9.99981625e-01
9.39000000e+00;6.54253249e-01;-1.09864002e-01;9.99983591e-01
9.40000000e+00;6.53126936e-01;-1.17033669e-01;9.99985445e-01
9.41000000e+00;6.51928939e-01;-1.24234651e-01;9.99987185e-01
9.42000000e+00;6.50658947e-01;-1.31466743e-01;9.99988814e-01
9.43000000e+00;6.49316649e-01;-1.38729755e-01;9.99990331e-01
9.44000000e+00;6.47901738e-01;-1.46023517e-01;9.99991736e-01
9.45000000e+00;6.46413908e-01;-1.53347874e-01;9.99993030e-01
9.46000000e+00;6.44852854e-01;-1.60702687e-01;9.99994213e-01
9.47000000e+00;6.43218272e-01;-1.68087838e-01;9.99995285e-01
9.48000000e+00;6.41509860e-01;-1.75503224e-01;9.99996246e-01
9.49000000e+00;6.39727317e-01;-1.82948759e-01;9.99997098e-01
9.50000000e+00;6.37870342e-01;-1.90424376e-01;9.99997839e-01
9.51000000e+00;6.35938635e-01;-1.97930025e-01;9.99998471e-01
9.52000000e+00;6.33931897e-01;-2.05465676e-01;9.99998993e-01
9.53000000e+00;6.31849828e-01;-2.13031313e-01;9.99999407e-01
9.54000000e+00;6.29692129e-01;-2.20626941e-01;9.99999711e-01
9.55000000e+00;6.27458500e-01;-2.28252582e-01;9.99999907e-01
9.56000000e+00;6.25148643e-01;-2.35908274e-01;9.99999995e-01
9.57000000e+00;6.22762256e-01;-2.43594077e-01;9.99999974e-01
9.58000000e+00;6.20299039e-01;-2.51310065e-01;9.99999846e-01
9.59000000e+00;6.17758690e-01;-2.59056331e-01;9.99999611e-01
9.60000000e+00;6.15140907e-01;-2.66832986e-01;9.99999268e-01
9.61000000e+00;6.12445385e-01;-2.74640159e-01;9.99998818e-01
9.62000000e+00;6.09671821e-01;-2.82477995e-01;9.99998262e-01
9.63000000e+00;6.06819906e-01;-2.90346658e-01;9.99997599e-01
9.64000000e+00;6.03889333e-01;-2.98246329e-01;9.99996831e-01
9.65000000e+00;6.00879791e-01;-3.06177205e-01;9.99995956e-01
9.66000000e+00;5.97790969e-01;-3.14139501e-01;9.99994976e-01
9.67000000e+00;5.94622551e-01;-3.22133447e-01;9.99993890e-01
9.68000000e+00;5.91374220e-01;-3.30159293e-01;9.99992699e-01
9.69000000e+00;5.88045657e-01;-3.38217300e-01;9.99991404e-01
9.70000000e+00;5.84636541e-01;-3.46307751e-01;9.99990004e-01
9.71000000e+00;5.81146545e-01;-3.54430939e-01;9.99988499e-01
9.72000000e+00;5.77575343e-01;-3.62587177e-01;9.99986891e-01
9.73000000e+00;5.73922602e-01;-3.70776790e-01;9.99985179e-01
9.74000000e+00;5.70187988e-01;-3.79000120e-01;9.99983363e-01
9.75000000e+00;5.66371164e-01;-3.87257520e-01;9.99981444e-01
9.76000000e+00;5.62471788e-01;-3.95549361e-01;9.99979422e-01
9.77000000e+00;5.58489514e-01;-4.03876026e-01;9.99977297e-01
9.78000000e+00;5.54423993e-01;-4.12237909e-01;9.99975070e-01
9.79000000e+00;5.50274873e-01;-4.20635420e-01;9.99972741e-01
9.80000000e+00;5.46041795e-01;-4.29068978e-01;9.99970309e-01
9.81000000e+00;5.41724398e-01;-4.37539016e-01;9.99967776e-01
9.82000000e+00;5.37322317e-01;-4.46045978e-01;9.99965141e-01
9.83000000e+00;5.32835181e-01;-4.54590316e-01;9.99962405e-01
9.84000000e+00;5.28262615e-01;-4.63172494e-01;9.99959568e-01
9.85000000e+00;5.23604239e-01;-4.71792985e-01;9.99956631e-01
9.86000000e+00;5.18859669e-01;-4.80452270e-01;9.99953592e-01
9.87000000e+00;5.14028516e-01;-4.89150838e-01;9.99950454e-01
9.88000000e+00;5.09110386e-01;-4.97889183e-01;9.99947215e-01
9.89000000e+00;5.04104879e-01;-5.06667810e-01;9.99943877e-01
9.90000000e+00;4.99011592e-01;-5.15487224e-01;9.99940439e-01
9.91000000e+00;4.93830115e-01;-5.24347938e-01;9.99936902e-01
9.92000000e+00;4.88560035e-01;-5.33250468e-01;9.99933266e-01
9.93000000e+00;4.83200931e-01;-5.42195331e-01;9.99929531e-01
9.94000000e+00;4.77752378e-01;-5.51183046e-01;9.99925698e-01
9.95000000e+00;4.72213948e-01;-5.60214135e-01;9.99921766e-01
9.96000000e+00;4.66585205e-01;-5.69289117e-01;9.99917736e-01
9.97000000e+00;4.60865709e-01;-5.78408510e-01;9.99913609e-01
9.98000000e+00;4.55055014e-01;-5.87572827e-01;9.99909383e-01
9.99000000e+00;4.49152670e-01;-5.96782581e-01;9.99905061e-01
1.00000000e+01;4.43158222e-01;-6.06038276e-01;9.99900641e-01
1.00100000e+01;4.37071208e-01;-6.15340410e-01;9.99896124e-01
1.00200000e+01;4.30891164e-01;-6.24689472e-01;9.99891511e-01
1.00300000e+01;4.24617618e-01;-6.34085943e-01;9.99886801e-01
1.00400000e+01;4.18250097e-01;-6.43530290e-01;9.99881995e-01
1.00500000e+01;4.11788119e-01;-6.53022969e-01;9.99877093e-01
1.00600000e+01;4.05231202e-01;-6.62564418e-01;9.99872096e-01
1.00700000e+01;3.98578856e-01;-6.72155061e-01;9.99867003e-01
1.00800000e+01;3.91830589e-01;-6.81795303e-01;9.99861814e-01
1.00900000e+01;3.84985905e-01;-6.91485528e-01;9.99856531e-01
1.01000000e+01;3.78044302e-01;-7.01226095e-01;9.99851153e-01
1.01100000e+01;3.71005277e-01;-7.11017342e-01;9.99845680e-01
1.01200000e+01;3.63868323e-01;-7.20859578e-01;9.99840113e-01
1.01300000e+01;3.56632930e-01;-7.30753083e-01;9.99834451e-01
1.01400000e+01;3.49298585e-01;-7.40698103e-01;9.99828696e-01
1.01500000e+01;3.41864774e-01;-7.50694853e-01;9.99822847e-01
1.01600000e+01;3.34330978e-01;-7.60743509e-01;9.99816905e-01
1.01700000e+01;3.26696681e-01;-7.70844208e-01;9.99810870e-01
1.01800000e+01;3.18961360e-01;-7.80997044e-01;9.99804741e-01
1.01900000e+01;3.11124497e-01;-7.91202065e-01;9.99798520e-01
1.02000000e+01;3.03185571e-01;-8.01459271e-01;9.99792206e-01
1.02100000e+01;2.95144060e-01;-8.11768611e-01;9.99785800e-01
1.02200000e+01;2.86999445e-01;-8.22129977e-01;9.99779302e-01
1.02300000e+01;2.78751207e-01;-8.32543205e-01;9.99772712e-01
1.02400000e+01;2.70398830e-01;-8.43008065e-01;9.99766030e-01
1.02500000e+01;2.61941800e-01;-8.53524266e-01;9.99759256e-01
1.02600000e+01;2.53379605e-01;-8.64091444e-01;9.99752392e-01
1.02700000e+01;2.44711739e-01;-8.74709163e-01;9.99745436e-01
1.02800000e+01;2.35937699e-01;-8.85376909e-01;9.99738390e-01
1.02900000e+01;2.27056988e-01;-8.96094087e-01;9.99731253e-01
1.03000000e+01;2.18069117e-01;-9.06860013e-01;9.99724026e-01
1.03100000e+01;2.08973601e-01;-9.17673917e-01;9.99716708e-01
1.03200000e+01;1.99769966e-01;-9.28534931e-01;9.99709301e-01
1.03300000e+01;1.90457745e-01;-9.39442086e-01;9.99701804e-01
1.03400000e+01;1.81036482e-01;-9.50394312e-01;9.99694217e-01
1.03500000e+01;1.71505733e-01;-9.61390426e-01;9.99686541e-01
1.03600000e+01;1.61865064e-01;-9.72429131e-01;9.99678776e-01
1.03700000e+01;1.52114056e-01;-9.83509010e-01;9.99670922e-01
1.03800000e+01;1.42252306e-01;-9.94628520e-01;9.99662979e-01
1.03900000e+01;1.32279423e-01;-1.00578599e+00;9.99654948e-01
1.04000000e+01;1.22195038e-01;-1.01697960e+00;9.99646829e-01
1.04100000e+01;1.11998796e-01;-1.02820741e+00;9.99638621e-01
1.04200000e+01;1.01690366e-01;-1.03946731e+00;9.99630326e-01
1.04300000e+01;9.12694373e-02;-1.05075705e+00;9.99621943e-01
1.04400000e+01;8.07357211e-02;-1.06207420e+00;9.99613473e-01
1.04500000e+01;7.00889549e-02;-1.07341620e+00;9.99604915e-01
1.04600000e+01;5.93289021e-02;-1.08478027e+00;9.99596271e-01
1.04700000e+01;4.84553546e-02;-1.09616350e+00;9.99587539e-01
1.04800000e+01;3.74681341e-02;-1.10756275e+00;9.99578721e-01
1.04900000e+01;2.63670944e-02;-1.11897472e+00;9.99569817e-01
1.05000000e+01;1.51521231e-02;-1.13039590e+00;9.99560826e-01
1.05100000e+01;3.82314373e-03;-1.14182257e+00;9.99551750e-01
1.05200000e+01;-7.61988238e-03;-1.15325081e+00;9.99542587e-01
1.05300000e+01;-1.91769537e-02;-1.16467648e+00;9.99533339e-01
1.05400000e+01;-3.08480265e-02;-1.17609522e+00;9.99524006e-01
1.05500000e+01;-4.26330125e-02;-1.18750243e+00;9.99514587e-01
1.05600000e+01;-5.45317767e-02;-1.19889327e+00;9.99505084e-01
1.05700000e+01;-6.65441348e-02;-1.21026270e+00;9.99495495e-01
1.05800000e+01;-7.86698508e-02;-1.22160537e+00;9.99485822e-01
1.05900000e+01;-9.09086349e-02;-1.23291574e+00;9.99476064e-01
1.06000000e+01;-1.03260140e-01;-1.24418796e+00;9.99466223e-01
1.06100000e+01;-1.15723961e-01;-1.25541595e+00;9.99456297e-01
1.06200000e+01;-1.28299630e-01;-1.26659335e+00;9.99446287e-01
1.06300000e+01;-1.40986614e-01;-1.27771354e+00;9.99436194e-01
1.06400000e+01;-1.53784313e-01;-1.28876961e+00;9.99426018e-01
1.06500000e+01;-1.66692058e-01;-1.29975438e+00;9.99415758e-01
1.06600000e+01;-1.79709107e-01;-1.31066038e+00;9.99405415e-01
1.06700000e+01;-1.92834641e-01;-1.32147987e+00;9.99394989e-01
1.06800000e+01;-2.06067763e-01;-1.33220481e+00;9.99384480e-01
1.06900000e+01;-2.19407496e-01;-1.34282688e+00;9.99373889e-01
1.07000000e+01;-2.32852776e-01;-1.35333747e+00;9.99363216e-01
1.07100000e+01;-2.46402455e-01;-1.36372768e+00;9.99352461e-01
1.07200000e+01;-2.60055293e-01;-1.37398833e+00;9.99341624e-01
1.07300000e+01;-2.73809957e-01;-1.38410996e+00;9.99330705e-01
1.07400000e+01;-2.87665019e-01;-1.39408282e+00;9.99319704e-01
1.07500000e+01;-3.01618954e-01;-1.40389687e+00;9.99308622e-01
1.07600000e+01;-3.15670133e-01;-1.41354183e+00;9.99297459e-01
1.07700000e+01;-3.29816825e-01;-1.42300712e+00;9.99286215e-01
1.07800000e+01;-3.44057192e-01;-1.43228192e+00;9.99274891e-01
1.07900000e+01;-3.58389287e-01;-1.44135516e+00;9.99263485e-01
1.08000000e+01;-3.72811051e-01;-1.45021552e+00;9.99251999e-01
1.08100000e+01;-3.87320312e-01;-1.45885145e+00;9.99240433e-01
1.08200000e+01;-4.01914781e-01;-1.46725118e+00;9.99228787e-01
1.08300000e+01;-4.16592050e-01;-1.47540275e+00;9.99217061e-01
1.08400000e+01;-4.31349593e-01;-1.48329400e+00;9.99205256e-01
1.08500000e+01;-4.46184760e-01;-1.49091258e+00;9.99193371e-01
1.08600000e+01;-4.61094778e-01;-1.49824602e+00;9.99181406e-01
1.08700000e+01;-4.76076748e-01;-1.50528168e+00;9.99169363e-01
1.08800000e+01;-4.91127647e-01;-1.51200683e+00;9.99157240e-01
1.08900000e+01;-5.06244321e-01;-1.51840865e+00;9.99145039e-01
1.09000000e+01;-5.21423490e-01;-1.52447423e+00;9.99132759e-01
1.09100000e+01;-5.36661744e-01;-1.53019064e+00;9.99120401e-01
1.09200000e+01;-5.51955545e-01;-1.53554491e+00;9.99107964e-01
1.09300000e+01;-5.67301224e-01;-1.54052412e+00;9.99095450e-01
1.09400000e+01;-5.82694985e-01;-1.54511537e+00;9.99082857e-01
1.09500000e+01;-5.98132903e-01;-1.54930583e+00;9.99070187e-01
1.09600000e+01;-6.13610923e-01;-1.55308280e+00;9.99057439e-01
1.09700000e+01;-6.29124868e-01;-1.55643371e+00;9.99044614e-01
1.09800000e+01;-6.44670434e-01;-1.55934617e+00;9.99031712e-01
1.09900000e+01;-6.60243193e-01;-1.56180799e+00;9.99018733e-01
1.10000000e+01;-6.75838599e-01;-1.56380727e+00;9.99005677e-01
1.10100000e+01;-6.91451987e-01;-1.56533235e+00;9.98992544e-01
1.10200000e+01;-7.07078577e-01;-1.56637193e+00;9.98979335e-01
1.10300000e+01;-7.22713477e-01;-1.56691507e+00;9.98966049e-01
1.10400000e+01;-7.38351690e-01;-1.56695124e+00;9.98952688e-01
1.10500000e+01;-7.53988114e-01;-1.56647034e+00;9.98939250e-01
1.10600000e+01;-7.69617547e-01;-1.56546278e+00;9.98925737e-01
1.10700000e+01;-7.85234696e-01;-1.56391947e+00;9.98912148e-01
1.10800000e+01;-8.00834178e-01;-1.56183190e+00;9.98898483e-01
1.10900000e+01;-8.16410529e-01;-1.55919217e+00;9.98884743e-01
1.11000000e+01;-8.31958206e-01;-1.55599299e+00;9.98870928e-01
1.11100000e+01;-8.47471599e-01;-1.55222777e+00;9.98857039e-01
1.11200000e+01;-8.62945033e-01;-1.54789063e+00;9.98843074e-01
1.11300000e+01;-8.78372780e-01;-1.54297644e+00;9.98829035e-01
1.11400000e+01;-8.93749062e-01;-1.53748082e+00;9.98814921e-01
1.11500000e+01;-9.09068061e-01;-1.53140023e+00;9.98800733e-01
1.11600000e+01;-9.24323927e-01;-1.52473195e+00;9.98786471e-01
1.11700000e+01;-9.39510786e-01;-1.51747410e+00;9.98772135e-01
1.11800000e+01;-9.54622751e-01;-1.50962572e+00;9.98757725e-01
1.11900000e+01;-9.69653927e-01;-1.50118672e+00;9.98743242e-01
1.12000000e+01;-9.84598422e-01;-1.49215794e+00;9.98728685e-01
1.12100000e+01;-9.99450358e-01;-1.48254115e+00;9.98714055e-01
1.12200000e+01;-1.01420388e+00;-1.47233908e+00;9.98699352e-01
1.12300000e+01;-1.02885315e+00;-1.46155537e+00;9.98684576e-01
1.12400000e+01;-1.04339240e+00;-1.45019465e+00;9.98669727e-01
1.12500000e+01;-1.05781588e+00;-1.43826248e+00;9.98654805e-01
1.12600000e+01;-1.07211792e+00;-1.42576537e+00;9.98639811e-01
1.12700000e+01;-1.08629292e+00;-1.41271077e+00;9.98624745e-01
1.12800000e+01;-1.10033533e+00;-1.39910707e+00;9.98609606e-01
1.12900000e+01;-1.11423972e+00;-1.38496356e+00;9.98594396e-01
1.13000000e+01;-1.12800075e+00;-1.37029041e+00;9.98579113e-01
1.13100000e+01;-1.14161318e+00;-1.35509870e+00;9.98563759e-01
1.13200000e+01;-1.15507187e+00;-1.33940032e+00;9.98548334e-01
1.13300000e+01;-1.16837183e+00;-1.32320799e+00;9.98532837e-01
1.13400000e+01;-1.18150818e+00;-1.30653521e+00;9.98517269e-01
1.13500000e+01;-1.19447618e+00;-1.28939622e+00;9.98501630e-01
1.13600000e+01;-1.20727125e+00;-1.27180598e+00;9.98485920e-01
1.13700000e+01;-1.21988894e+00;-1.25378011e+00;9.98470139e-01
1.13800000e+01;-1.23232498e+00;-1.23533484e+00;9.98454288e-01
1.13900000e+01;-1.24457525e+00;-1.21648700e+00;9.98438366e-01
1.14000000e+01;-1.25663580e+00;-1.19725393e+00;9.98422374e-01
1.14100000e+01;-1.26850287e+00;-1.17765346e+00;9.98406312e-01
1.14200000e+01;-1.28017286e+00;-1.15770382e+00;9.98390180e-01
1.14300000e+01;-1.29164237e+00;-1.13742364e+00;9.98373979e-01
1.14400000e+01;-1.30290817e+00;-1.11683187e+00;9.98357707e-01
1.14500000e+01;-1.31396724e+00;-1.09594772e+00;9.98341366e-01
1.14600000e+01;-1.32481673e+00;-1.07479059e+00;9.98324956e-01
1.14700000e+01;-1.33545401e+00;-1.05338009e+00;9.98308477e-01
1.14800000e+01;-1.34587664e+00;-1.03173588e+00;9.98291928e-01
1.14900000e+01;-1.35608235e+00;-1.00987771e+00;9.98275311e-01
1.15000000e+01;-1.36606909e+00;-9.87825315e-01;9.98258625e-01
1.15100000e+01;-1.37583502e+00;-9.65598373e-01;9.98241871e-01
1.15200000e+01;-1.38537847e+00;-9.43216468e-01;9.98225048e-01
1.15300000e+01;-1.39469797e+00;-9.20699032e-01;9.98208156e-01
1.15400000e+01;-1.40379225e+00;-8.98065299e-01;9.98191197e-01
1.15500000e+01;-1.41266024e+00;-8.75334263e-01;9.98174170e-01
1.15600000e+01;-1.42130103e+00;-8.52524633e-01;9.98157075e-01
1.15700000e+01;-1.42971392e+00;-8.29654794e-01;9.98139912e-01
1.15800000e+01;-1.43789838e+00;-8.06742772e-01;9.98122681e-01
1.15900000e+01;-1.44585408e+00;-7.83806191e-01;9.98105384e-01
1.16000000e+01;-1.45358082e+00;-7.60862249e-01;9.98088019e-01
1.16100000e+01;-1.46107862e+00;-7.37927682e-01;9.98070587e-01
1.16200000e+01;-1.46834763e+00;-7.15018739e-01;9.98053088e-01
1.16300000e+01;-1.47538817e+00;-6.92151158e-01;9.98035522e-01
1.16400000e+01;-1.48220073e+00;-6.69340140e-01;9.98017889e-01
1.16500000e+01;-1.48878592e+00;-6.46600336e-01;9.98000190e-01
1.16600000e+01;-1.49514451e+00;-6.23945823e-01;9.97982425e-01
1.16700000e+01;-1.50127742e+00;-6.01390098e-01;9.97964594e-01
1.16800000e+01;-1.50718568e+00;-5.78946060e-01;9.97946696e-01
1.16900000e+01;-1.51287046e+00;-5.56626005e-01;9.97928733e-01
1.17000000e+01;-1.51833305e+00;-5.34441616e-01;9.97910703e-01
1.17100000e+01;-1.52357484e+00;-5.12403964e-01;9.97892608e-01
1.17200000e+01;-1.52859735e+00;-4.90523501e-01;9.97874448e-01
1.17300000e+01;-1.53340218e+00;-4.68810065e-01;9.97856222e-01
1.17400000e+01;-1.53799104e+00;-4.47272878e-01;9.97837931e-01
1.17500000e+01;-1.54236573e+00;-4.25920551e-01;9.97819575e-01
1.17600000e+01;-1.54652812e+00;-4.04761094e-01;9.97801154e-01
1.17700000e+01;-1.55048017e+00;-3.83801919e-01;9.97782668e-01
1.17800000e+01;-1.55422391e+00;-3.63049849e-01;9.97764118e-01
1.17900000e+01;-1.55776143e+00;-3.42511133e-01;9.97745503e-01
1.18000000e+01;-1.56109488e+00;-3.22191453e-01;9.97726823e-01
1.18100000e+01;-1.56422648e+00;-3.02095940e-01;9.97708080e-01
1.18200000e+01;-1.56715847e+00;-2.82229185e-01;9.97689272e-01
1.18300000e+01;-1.56989316e+00;-2.62595258e-01;9.97670400e-01
1.18400000e+01;-1.57243289e+00;-2.43197718e-01;9.97651465e-01
1.18500000e+01;-1.57478003e+00;-2.24039635e-01;9.97632466e-01
1.18600000e+01;-1.57693698e+00;-2.05123603e-01;9.97613403e-01
1.18700000e+01;-1.57890616e+00;-1.86451759e-01;9.97594277e-01
1.18800000e+01;-1.58069003e+00;-1.68025797e-01;9.97575087e-01
1.18900000e+01;-1.58229103e+00;-1.49846994e-01;9.97555835e-01
1.19000000e+01;-1.58371164e+00;-1.31916217e-01;9.97536519e-01
1.19100000e+01;-1.58495434e+00;-1.14233950e-01;9.97517141e-01
1.19200000e+01;-1.58602160e+00;-9.68003086e-02;9.97497699e-01
1.19300000e+01;-1.58691591e+00;-7.96150576e-02;9.97478196e-01
1.19400000e+01;-1.58763975e+00;-6.26776294e-02;9.97458629e-01
1.19500000e+01;-1.58819558e+00;-4.59871420e-02;9.97439001e-01
1.19600000e+01;-1.58858587e+00;-2.95424162e-02;9.97419310e-01
1.19700000e+01;-1.58881305e+00;-1.33419925e-02;9.97399557e-01
1.19800000e+01;-1.58887957e+00;2.61585154e-03;9.97379742e-01
1.19900000e+01;-1.58878783e+00;1.83330855e-02;9.97359866e-01
